file_name,title,object,event,property,scene,caption
wulei_8,"Newly signed Espanyol soccer player Wu Lei holds his new jersey during his official presentation at RCDE stadium in Cornella Llobregat, Spain, Tuesday. Espanyol has signed striker Wu Lei, the second Chinese player to join the Spanish league. Wu has been playing for Chinese club Shanghai SIPG, where he thrived for several seasons.","Wu Lei (newly signed Espanyol player), Espanyol jersey.",Official presentation of Wu Lei as a new signing for RCD Espanyol.,"Excitement and optimism regarding his signing, representing the growing presence of Chinese players in La Liga.","A formal and celebratory atmosphere at RCDE stadium, with Wu Lei smiling while holding his jersey, accompanied by media and team officials, indicating a new chapter in his career.","Object: Wu Lei (newly signed Espanyol player), Espanyol jersey. Events: Official presentation of Wu Lei as a new signing for RCD Espanyol. Property: Excitement and optimism regarding his signing, representing the growing presence of Chinese players in La Liga. Scene: A formal and celebratory atmosphere at RCDE stadium, with Wu Lei smiling while holding his jersey, accompanied by media and team officials, indicating a new chapter in his career."
wulei_9,"Wu Lei (R) of Espanyol in action during the La Liga match between RCD Espanyol and SD Huesca at RCDE Stadium in Barcelona, Spain, February 22, 2019.","Wu Lei (Espanyol player), SD Huesca player.",Wu Lei in action during a La Liga match against SD Huesca.,"Competitive play, showcasing skill and determination on the field.","An engaging moment in a soccer match at RCDE Stadium, with players actively contesting the ball, capturing the intensity and excitement of La Liga gameplay.","Object: Wu Lei (Espanyol player), SD Huesca player. Events: Wu Lei in action during a La Liga match against SD Huesca. Property: Competitive play, showcasing skill and determination on the field. Scene: An engaging moment in a soccer match at RCDE Stadium, with players actively contesting the ball, capturing the intensity and excitement of La Liga gameplay."
wulei_10,"Espanyol's Wu Lei (top) vies with Real Madrid's Casemiro during a Spanish first division league football match between RCD Espanyol and Real Madrid in Cornella, Spain, Oct. 3, 2021.","Wu Lei (Espanyol player), Casemiro (Real Madrid player).",Competing for the ball during a La Liga match.,"Physical contest for possession, demonstrating the competitiveness of the match.","An intense moment in a soccer game at RCDE Stadium, showcasing the rivalry between Espanyol and Real Madrid, with spectators in the background and players engaged in dynamic action.","Object: Wu Lei (Espanyol player), Casemiro (Real Madrid player). Events: Competing for the ball during a La Liga match. Property: Physical contest for possession, demonstrating the competitiveness of the match. Scene: An intense moment in a soccer game at RCDE Stadium, showcasing the rivalry between Espanyol and Real Madrid, with spectators in the background and players engaged in dynamic action."
mbappe_1,"Kylian Mbappe chose Money over his ""dream club"" while Ronaldo left the best club in the world that time for his dream club Real Madrid..Madrid will never get another Cristiano Ronaldo!",Kylian Mbappe (soccer player) and Euro banknotes.,"Kylian Mbappe being depicted as choosing money over a transfer to his ""dream club"".",Depiction of financial motivations influencing player decisions in soccer.,"A humorous or satirical representation reflecting on player transfers and the contrasts between Mbappe's choices and Cristiano Ronaldo's decision to join Real Madrid, emphasizing the discussion around player loyalty and ambitions in football.","Object: Kylian Mbappe (soccer player) and Euro banknotes. Events: Kylian Mbappe being depicted as choosing money over a transfer to his ""dream club"". Property: Depiction of financial motivations influencing player decisions in soccer. Scene: A humorous or satirical representation reflecting on player transfers and the contrasts between Mbappe's choices and Cristiano Ronaldo's decision to join Real Madrid, emphasizing the discussion around player loyalty and ambitions in football."
mbappe_2,"More money in the bank for Mbappe, who'll become Real Madrid's highest-paid star in their history 🏦.",Kylian Mbappe (soccer player) and money/banknotes.,Kylian Mbappe being portrayed as receiving a substantial financial offer to join Real Madrid.,Highest-paid player status for Mbappe in Real Madrid's history.,"A visually dynamic representation illustrating the financial aspects of a potential transfer, focusing on the rewards and implications of player contracts in football, particularly in relation to Kylian Mbappe and Real Madrid.","Object: Kylian Mbappe (soccer player) and money/banknotes. Events: Kylian Mbappe being portrayed as receiving a substantial financial offer to join Real Madrid. Property: Highest-paid player status for Mbappe in Real Madrid's history. Scene: A visually dynamic representation illustrating the financial aspects of a potential transfer, focusing on the rewards and implications of player contracts in football, particularly in relation to Kylian Mbappe and Real Madrid."
mbappe_3,"Mbappé only thinks about money, here's what he's asking for to join Liverpool.",Kylian Mbappe (soccer player) and piles of money/banknotes.,Kylian Mbappe being depicted as focusing on financial demands related to a potential transfer to Liverpool.,Perception of Mbappe as prioritizing money over other factors in his career decisions.,"An illustrative or critical portrayal of player contract negotiations in soccer, emphasizing financial considerations versus sporting ambition, particularly regarding Kylian Mbappe’s desires in a transfer context.","Object: Kylian Mbappe (soccer player) and piles of money/banknotes. Events: Kylian Mbappe being depicted as focusing on financial demands related to a potential transfer to Liverpool. Property: Perception of Mbappe as prioritizing money over other factors in his career decisions. Scene: An illustrative or critical portrayal of player contract negotiations in soccer, emphasizing financial considerations versus sporting ambition, particularly regarding Kylian Mbappe’s desires in a transfer context."
mbappe_4,PSG Reportedly Turned Down A LOT Of Money For Kylian Mbappé.,"Kylian Mbappe (soccer player), the Real Madrid logo, and Euro banknotes.",PSG rejecting a significant financial offer for Kylian Mbappe.,High valuation of Mbappe by PSG amidst transfer speculation.,"A promotional or newsworthy representation showcasing the financial aspects of soccer transfers, specifically highlighting the tensions between PSG and Real Madrid regarding Mbappe’s potential move and the financial implications involved.","Object: Kylian Mbappe (soccer player), the Real Madrid logo, and Euro banknotes. Events: PSG rejecting a significant financial offer for Kylian Mbappe. Property: High valuation of Mbappe by PSG amidst transfer speculation. Scene: A promotional or newsworthy representation showcasing the financial aspects of soccer transfers, specifically highlighting the tensions between PSG and Real Madrid regarding Mbappe’s potential move and the financial implications involved."
mbappe_5,Kylian Mbappé will reportedly earn €30M per year as a Real Madrid player 🤑🇫🇷,Kylian Mbappe (soccer player) and a salary breakdown graphic.,Kylian Mbappé being reported to earn a substantial salary after joining Real Madrid.,"Annual salary of €30 million, with detailed breakdowns per month, week, day, hour, minute, and second.","An informative graphic depicting the financial perks of Mbappe’s contract, emphasizing the lucrative earning potential associated with top-tier soccer players, particularly within the context of his transfer to Real Madrid.","Object: Kylian Mbappe (soccer player) and a salary breakdown graphic. Events: Kylian Mbappé being reported to earn a substantial salary after joining Real Madrid. Property: Annual salary of €30 million, with detailed breakdowns per month, week, day, hour, minute, and second. Scene: An informative graphic depicting the financial perks of Mbappe’s contract, emphasizing the lucrative earning potential associated with top-tier soccer players, particularly within the context of his transfer to Real Madrid."
mbappe_6,"The worst news that Mbappe gives to Real Madrid, look at how many millions he demands to earn.","Kylian Mbappe (soccer player), the Real Madrid logo, and piles of money/banknotes, along with Florentino Pérez (Real Madrid president).",Kylian Mbappe reportedly demanding a high financial deal that may strain Real Madrid’s budget.,Significant salary demands expressed as very high figures.,"A dramatic portrayal of the tension surrounding negotiations for Mbappe’s potential transfer to Real Madrid, highlighting the contrast between Mbappe's financial expectations and the club's financial considerations, emphasizing the complexities of top-tier player negotiations in soccer.","Object: Kylian Mbappe (soccer player), the Real Madrid logo, and piles of money/banknotes, along with Florentino Pérez (Real Madrid president). Events: Kylian Mbappe reportedly demanding a high financial deal that may strain Real Madrid’s budget. Property: Significant salary demands expressed as very high figures. Scene: A dramatic portrayal of the tension surrounding negotiations for Mbappe’s potential transfer to Real Madrid, highlighting the contrast between Mbappe's financial expectations and the club's financial considerations, emphasizing the complexities of top-tier player negotiations in soccer."
mbappe_7,Mbappe RECORD bid,Kylian Mbappe (soccer player) and dollar signs.,Kylian Mbappe being associated with a record bid in the context of transfer negotiations.,Impressive financial figures associated with Mbappe's value in the transfer market.,"A celebratory and visually engaging representation emphasizing the significant financial implications of Mbappe's potential move, illustrating the excitement and impact of his market value in football.","Object: Kylian Mbappe (soccer player) and dollar signs. Events: Kylian Mbappe being associated with a record bid in the context of transfer negotiations. Property: Impressive financial figures associated with Mbappe's value in the transfer market. Scene: A celebratory and visually engaging representation emphasizing the significant financial implications of Mbappe's potential move, illustrating the excitement and impact of his market value in football."
mbappe_8,Kylian Mbappé: It's Raining Money for This Football Wunderkind.,Kylian Mbappe (soccer player) and an animated depiction of money.,"Kylian Mbappe being portrayed as receiving or being surrounded by money, symbolizing his financial success.",Wealth and fame associated with Mbappe's status as a top footballer.,"A creative and artistic representation that emphasizes the financial windfall and potential earnings of Kylian Mbappe, capturing the essence of his success and appeal in the world of football.","Object: Kylian Mbappe (soccer player) and an animated depiction of money. Events: Kylian Mbappe being portrayed as receiving or being surrounded by money, symbolizing his financial success. Property: Wealth and fame associated with Mbappe's status as a top footballer. Scene: A creative and artistic representation that emphasizes the financial windfall and potential earnings of Kylian Mbappe, capturing the essence of his success and appeal in the world of football."
mbappe_9,Kylian Mbappe: PSG Star and Real Madrid Target Discloses True Feelings About His 'Crazy' Money,Kylian Mbappe (soccer player) and a variety of currency notes.,Kylian Mbappe discussing his perspective on the significant amounts of money involved in football.,"Recognition of the financial aspects of his career as ""crazy"".","A blend of imagery highlighting both Mbappe’s success on the pitch and the financial ramifications, capturing the dual nature of his status as a top player and the associated financial conversations surrounding transfers and contracts.","Object: Kylian Mbappe (soccer player) and a variety of currency notes. Events: Kylian Mbappe discussing his perspective on the significant amounts of money involved in football. Property: Recognition of the financial aspects of his career as ""crazy"". Scene: A blend of imagery highlighting both Mbappe’s success on the pitch and the financial ramifications, capturing the dual nature of his status as a top player and the associated financial conversations surrounding transfers and contracts."
mbappe_10,Ancelotti wants Real Madrid to move on as Mbappe denies PSG deal is all about money.,Kylian Mbappe (soccer player) and Carlo Ancelotti (Real Madrid manager).,"Carlo Ancelotti directing Real Madrid to move on from pursuing Kylian Mbappe, who has denied that financial motives are the sole reason for his decisions.",Ambiguous statements about motivations behind Mbappe's career choices.,"A moment captured during a match or press conference, reflecting the complexity of player transfers and the discussions surrounding Mbappe's relationship with both PSG and potential moves to Real Madrid.","Object: Kylian Mbappe (soccer player) and Carlo Ancelotti (Real Madrid manager). Events: Carlo Ancelotti directing Real Madrid to move on from pursuing Kylian Mbappe, who has denied that financial motives are the sole reason for his decisions. Property: Ambiguous statements about motivations behind Mbappe's career choices. Scene: A moment captured during a match or press conference, reflecting the complexity of player transfers and the discussions surrounding Mbappe's relationship with both PSG and potential moves to Real Madrid."
mbappe_11,Joan Laporta claims Kylian Mbappe was 'kidnapped for money' after PSG extension.,Kylian Mbappe (soccer player) and Joan Laporta (president of FC Barcelona).,Joan Laporta making a statement about Kylian Mbappe being 'kidnapped for money' in relation to his contract extension with PSG.,Controversial claim implying financial manipulation or pressure in player transfers.,"A press conference or media setting capturing the discussion of player contracts and negotiations, highlighting the tensions and opinions surrounding transfers in football, particularly concerning the relationship between Mbappe and PSG versus potential interest from other clubs like Barcelona.","Object: Kylian Mbappe (soccer player) and Joan Laporta (president of FC Barcelona). Events: Joan Laporta making a statement about Kylian Mbappe being 'kidnapped for money' in relation to his contract extension with PSG. Property: Controversial claim implying financial manipulation or pressure in player transfers. Scene: A press conference or media setting capturing the discussion of player contracts and negotiations, highlighting the tensions and opinions surrounding transfers in football, particularly concerning the relationship between Mbappe and PSG versus potential interest from other clubs like Barcelona."
mbappe_12,Kylian Mbappé and PSG ready to go to war over unpaid salaries.,Kylian Mbappe (soccer player) and the Paris Saint-Germain (PSG) logo.,Kylian Mbappe and PSG being depicted as preparing for a conflict regarding unpaid salaries.,Tension and dispute over financial obligations.,"A provocative or dramatic representation illustrating the conflict between a star player and the club management, emphasizing the stakes involved in financial disagreements in professional football.","Object: Kylian Mbappe (soccer player) and the Paris Saint-Germain (PSG) logo. Events: Kylian Mbappe and PSG being depicted as preparing for a conflict regarding unpaid salaries. Property: Tension and dispute over financial obligations. Scene: A provocative or dramatic representation illustrating the conflict between a star player and the club management, emphasizing the stakes involved in financial disagreements in professional football."
mbappe_13,"We have a gentleman's agreement, it has nothing to do with money - PSG president about Mbappe",Kylian Mbappe (soccer player) and Nasser Al-Khelaifi (PSG president).,"Nasser Al-Khelaifi discussing a ""gentleman's agreement"" about Kylian Mbappe, stating it is unrelated to financial matters.",Assurance of collaboration and understanding without financial motivations.,"A press conference or formal announcement setting, capturing the discussions about Mbappe's situation and the dynamics between the player and the club’s management, emphasizing the existing agreement and the implications of his contract.","Object: Kylian Mbappe (soccer player) and Nasser Al-Khelaifi (PSG president). Events: Nasser Al-Khelaifi discussing a ""gentleman's agreement"" about Kylian Mbappe, stating it is unrelated to financial matters. Property: Assurance of collaboration and understanding without financial motivations. Scene: A press conference or formal announcement setting, capturing the discussions about Mbappe's situation and the dynamics between the player and the club’s management, emphasizing the existing agreement and the implications of his contract."
mbappe_14,PSG to offer Mbappe eye-watering wage to fend off Prem interest.,Kylian Mbappe (soccer player) and piles of money/banknotes.,PSG reportedly planning to offer Kylian Mbappe a substantial salary to prevent interest from Premier League clubs.,High financial incentives to secure Mbappe's position at the club.,"A dynamic representation highlighting the financial stakes involved in retaining a valuable player like Mbappe, emphasizing the competitive nature of player contracts in football and the response of PSG to potential offers from other clubs.","Object: Kylian Mbappe (soccer player) and piles of money/banknotes. Events: PSG reportedly planning to offer Kylian Mbappe a substantial salary to prevent interest from Premier League clubs. Property: High financial incentives to secure Mbappe's position at the club. Scene: A dynamic representation highlighting the financial stakes involved in retaining a valuable player like Mbappe, emphasizing the competitive nature of player contracts in football and the response of PSG to potential offers from other clubs."
mbappe_15,The mind-blowing £605m one-year salary Kylian Mbappe is being offered by Al Hilal.,Kylian Mbappe (soccer player).,Kylian Mbappe being depicted as considering an enormous one-year salary offer from Al Hilal.,Record-breaking salary of £605 million for a single year.,"A casual yet confident portrayal of Mbappe, potentially capturing his nonchalant demeanor amidst discussions of a monumental financial offer, highlighting the extreme financial landscape of modern football transfers.","Object: Kylian Mbappe (soccer player). Events: Kylian Mbappe being depicted as considering an enormous one-year salary offer from Al Hilal. Property: Record-breaking salary of £605 million for a single year. Scene: A casual yet confident portrayal of Mbappe, potentially capturing his nonchalant demeanor amidst discussions of a monumental financial offer, highlighting the extreme financial landscape of modern football transfers."
maguire_1,Man United supporters can't believe Harry Maguire's luck after 93rd minute OWN GOAL against Sevilla.,Harry Maguire (Manchester United player) and the soccer goal.,Harry Maguire scoring an own goal in the 93rd minute during a match against Sevilla.,Own goal leading to disappointment for Manchester United.,"A dramatic moment in a soccer match, showcasing expressions of disbelief and frustration from teammates and supporters, highlighting the significance of the late own goal that impacts the game's outcome.","Object: Harry Maguire (Manchester United player) and the soccer goal. Events: Harry Maguire scoring an own goal in the 93rd minute during a match against Sevilla. Property: Own goal leading to disappointment for Manchester United. Scene: A dramatic moment in a soccer match, showcasing expressions of disbelief and frustration from teammates and supporters, highlighting the significance of the late own goal that impacts the game's outcome."
maguire_2,Harry Maguire scores own goal as Sevilla draw level.,"Harry Maguire (Manchester United player), Sevilla players, and the goal.","Harry Maguire inadvertently scoring an own goal, allowing Sevilla to equalize in the match.",Own goal leading to a draw.,"A crucial moment in a soccer match, capturing the action as the ball goes into the net off Harry Maguire, surrounded by players from both teams, reflecting the intensity and seriousness of the competitive scenario.","Object: Harry Maguire (Manchester United player), Sevilla players, and the goal. Events: Harry Maguire inadvertently scoring an own goal, allowing Sevilla to equalize in the match. Property: Own goal leading to a draw. Scene: A crucial moment in a soccer match, capturing the action as the ball goes into the net off Harry Maguire, surrounded by players from both teams, reflecting the intensity and seriousness of the competitive scenario."
maguire_3,BREAKING: Harry Maguire has just completed his 360 turn and is now facing the ball.,Harry Maguire (Manchester United player) and an opposing player (off-screen).,Harry Maguire performing a 360-degree turn while on the field.,Athletic maneuver showcasing agility or evasion.,"A live soccer match moment, focusing on Harry Maguire's movement and positioning on the field, highlighting the dynamics of play and player interactions during the game.","Object: Harry Maguire (Manchester United player) and an opposing player (off-screen). Events: Harry Maguire performing a 360-degree turn while on the field. Property: Athletic maneuver showcasing agility or evasion. Scene: A live soccer match moment, focusing on Harry Maguire's movement and positioning on the field, highlighting the dynamics of play and player interactions during the game."
maguire_4,Harry Maguire appeared to be marking his own Manchester United teammate when Southampton’s late equaliser went in 🤦‍♂️,Harry Maguire (Manchester United player) and a teammate (possibly another Manchester United player).,Harry Maguire marking his own teammate during a set-piece when Southampton scored an equalizer.,Confusion and miscommunication in defensive positioning.,"A critical moment during a soccer match, illustrating the tension during a set-piece situation, with players positioned close together, emphasizing the blunder that led to the opposition's goal.","Object: Harry Maguire (Manchester United player) and a teammate (possibly another Manchester United player). Events: Harry Maguire marking his own teammate during a set-piece when Southampton scored an equalizer. Property: Confusion and miscommunication in defensive positioning. Scene: A critical moment during a soccer match, illustrating the tension during a set-piece situation, with players positioned close together, emphasizing the blunder that led to the opposition's goal."
maguire_5,Paul Pogba is left FURIOUS at Maguire after the Man United captain kicks his team-mate in the HEAD.,"Harry Maguire (Manchester United captain), Paul Pogba (Manchester United teammate), and an opposing player.","Harry Maguire unintentionally kicking Paul Pogba in the head, leading to Pogba's visible frustration.",Conflict or misunderstanding between teammates.,"A tense moment during a soccer match where a miscommunication or error has led to a physical confrontation, showcasing the emotions of both players on the field and the consequences of the incident.","Object: Harry Maguire (Manchester United captain), Paul Pogba (Manchester United teammate), and an opposing player. Events: Harry Maguire unintentionally kicking Paul Pogba in the head, leading to Pogba's visible frustration. Property: Conflict or misunderstanding between teammates. Scene: A tense moment during a soccer match where a miscommunication or error has led to a physical confrontation, showcasing the emotions of both players on the field and the consequences of the incident."
maguire_6,Maguire's tragic defending for Manchester United.,Harry Maguire (Manchester United player) and an opposing player (possibly from Southampton).,Harry Maguire displaying poor defensive skills or decision-making during a match.,Tragic or disappointing defensive play.,"A live soccer match situation highlighting a moment of defensive lapse by Harry Maguire, indicating the stakes of the game and showcasing the challenges faced by defenders in maintaining position and preventing opposition attacks.","Object: Harry Maguire (Manchester United player) and an opposing player (possibly from Southampton). Events: Harry Maguire displaying poor defensive skills or decision-making during a match. Property: Tragic or disappointing defensive play. Scene: A live soccer match situation highlighting a moment of defensive lapse by Harry Maguire, indicating the stakes of the game and showcasing the challenges faced by defenders in maintaining position and preventing opposition attacks."
maguire_7,England fans slam Harry Maguire after he concedes penalty against Germany.,Harry Maguire (England player) and an opposing German player.,Harry Maguire conceding a penalty due to a foul or questionable defensive action against Germany.,Criticism directed at Harry Maguire for his decision-making or defending technique.,"A critical moment in an international match between England and Germany, highlighting the atmosphere of tension and expectation as a penalty is awarded, with reactions from fans and players reflecting the importance of the incident.","Object: Harry Maguire (England player) and an opposing German player. Events: Harry Maguire conceding a penalty due to a foul or questionable defensive action against Germany. Property: Criticism directed at Harry Maguire for his decision-making or defending technique. Scene: A critical moment in an international match between England and Germany, highlighting the atmosphere of tension and expectation as a penalty is awarded, with reactions from fans and players reflecting the importance of the incident."
maguire_8,80 million pound Harry Maguire invents 'No look defending'.,Harry Maguire (Manchester United player) and an opposing player (from Southampton).,"Harry Maguire attempting a defensive maneuver while looking away, leading to a humorous or critical commentary on his defending style.","Poor defensive technique labeled as ""No look defending"".","A match situation highlighting a moment of defensive mishap, showcasing the complexity of player interactions on the field and the reactions that arise from unorthodox or ineffective defensive actions.","Object: Harry Maguire (Manchester United player) and an opposing player (from Southampton). Events: Harry Maguire attempting a defensive maneuver while looking away, leading to a humorous or critical commentary on his defending style. Property: Poor defensive technique labeled as ""No look defending"". Scene: A match situation highlighting a moment of defensive mishap, showcasing the complexity of player interactions on the field and the reactions that arise from unorthodox or ineffective defensive actions."
maguire_9,Harry Maguire's latest failure shows position as Man Utd captain is untenable.,Harry Maguire (Manchester United captain) and an opposing player (from Watford).,Harry Maguire struggling in a defensive situation against the opposing player.,Defensive error or failure reflecting negatively on his captaincy.,"A tense moment during a Premier League match, highlighting Harry Maguire's challenges on the field and the implications of his performance on the team's dynamics and leadership role.","Object: Harry Maguire (Manchester United captain) and an opposing player (from Watford). Events: Harry Maguire struggling in a defensive situation against the opposing player. Property: Defensive error or failure reflecting negatively on his captaincy. Scene: A tense moment during a Premier League match, highlighting Harry Maguire's challenges on the field and the implications of his performance on the team's dynamics and leadership role."
maguire_10,Harry Maguire awful tackle vs Everton's Lucas Digne.,Harry Maguire (Manchester United player) and Lucas Digne (Everton player).,Harry Maguire committing a poor tackle on Lucas Digne during a match.,Awful or reckless tackle leading to criticism.,"A live soccer match moment, emphasizing a critical foul or challenge on the field, with surrounding players possibly reacting to the incident and highlighting the intensity of the competitive situation.","Object: Harry Maguire (Manchester United player) and Lucas Digne (Everton player). Events: Harry Maguire committing a poor tackle on Lucas Digne during a match. Property: Awful or reckless tackle leading to criticism. Scene: A live soccer match moment, emphasizing a critical foul or challenge on the field, with surrounding players possibly reacting to the incident and highlighting the intensity of the competitive situation."
